cim,origTitle,forgalmazo,bemutato,bevetel,latogato
"VÁLÓTÁRSAK - TALÁR IGEN, TALÁR NEM","LAWS OF ATTRACTION",SPI,2005/01/20,48411828,52884
"KÉK PELIKAN","KÉK PELIKAN",JUNO11,2024/04/04,48385706,23734
"A HIHETETLEN HULK","INCREDIBLE HULK","UIP DUNA FILM",2008/06/12,48324447,46332
ABIGAIL,ABIGAIL,UIP,2024/04/25,48284580,20186
"A KAPTÁR 3 - TELJES PUSZTULÁS","RESIDENT EVIL 3",INTERCOM,2007/10/11,48277112,46739
"KICSI KOCSI : TELE A TANK","DEUCE BIGALOW: EUROPEAN GIGOLO",INTERCOM,2005/08/25,48182220,59160
POLTERGEIST,POLTERGEIST,"FÓRUM HUNGARY",2015/05/28,48149351,32507
TŰZPARANCS,,INTERCOM,1996/06/27,48122566,224158
SZELLEMIRTÓK,GHOSTBUSTERS,INTERCOM,2016/07/28,48048674,35154
JÁTSZ/MA,,"BUDAPEST FILM",1998/03/05,48046937,132040
"SZADSÁG ÚTJA","REVOLUTIONARY ROAD","UIP DUNA FILM",2009/01/22,48040965,46503
"IRÁNY ELDORÁDÓ",,"UIP DUNA FILM",2000/12/21,47979282,96640
"ŐSZ NEW YORKBAN",,INTERCOM,2001/01/11,47878052,76296
"HAZUGSÁGOK HJÁLÓJA","BODY OF LIES",INTERCOM,2008/11/27,47852260,42548
"HOTEL MUMBAI","HOTEL MUMBAI",VERTIGO,2019/04/18,47796376,30353
"KOPOGÁS A KUNYHÓBAN","KNOCK AT THE CABIN ",UIP,2023/02/02,47789275,24273
"SZERELEMRE HANGSZERELVE","BEGIN AGAIN","A COMPANY",2014/07/24,47788938,35916
"STEP UP ALL IN 3D","STEP UP ALL IN 3D",PROVIDEO,2014/08/21,47762455,33394
"ROSSZ TÁRSASÁG",,INTERCOM,2002/08/29,47637511,56323
"SAFE HOUSE",VÉDHETETLEN,"UIP DUNA FILM",2011/02/16,47623958,37918
VÉDHETETLEN,"SAFE HOUSE","UIP DUNA FILM",2012/02/12,47623958,37918
"DOCOTOR PARNASSUS ÉS A KÉPZELET BIRODALMA","THE IMAGINARIUM OF DOCTOR PARNASSUS","BUDAPEST FILM",2010/01/14,47590207,45889
"TRANSPORTER: A SZÁLLÍTÓ – ÖRÖKSÉG ","THE TRANSPORTER REFUELED","BIG BANG MEDIA",2015/09/03,47477424,34822
TŰZHÁNYÓ,,INTERCOM,1998/01/08,47401864,144903
FORRÁSKÓD,"SOURCE CODE",PROVIDEO,2011/04/21,47378120,39733
"JURASSIC PARK 3D","JURASSIC PARK 3D","UIP DUNA FILM",2013/05/02,47372076,32700
"AZ ÚJ JÁTÉK","THE NEW TOY",VERTIGO,2022/12/22,47344103,23616
"FLINTSTONE 2-VIVA ROCK",,"UIP DUNA FILM",2000/09/21,47297042,96499
KERESZTAPUS***,,FLAMEX,2000/12/07,47267000,66711
"POFÁZUNK ÉS VÉGÜNK","RIDE ALONG","UIP DUNA FILM",2014/03/20,47263800,35990
"IDEGLELÉS CSERNOBILBAN","CHERNOBYL DIARIES","FÓRUM HUNGARY",2012/06/21,47254500,37878
"10 NAP ANYU NÉLKÜL 2.","HOW TO SURVIVE WITHOUT MUM",PROROM,2023/08/24,47219315,24637
"MINDEN JÓT, LEO GRANDE","GOOD LUCK TO YOU, LEO GRANDE ",FORUM,2022/09/01,47129870,28109
"AZ ÉJSZAKA TÖRVÉNYE","LIVE BY NIGHT",INTERCOM,2017/01/26,47085936,32654
"PÁN PÉTER",,INTERCOM,2002/03/28,46987471,87087
LORA,,HUNGAROTOP,2007/01/25,46911104,106654
FELPÖRGETVE,,"BEST HOLLYWOOD",2002/08/15,46893358,48149
SZELLEMÍRÓ,"THE GHOST WRITER",SPI/FÓRUM,2010/07/15,46829618,41555
"STATEN ISLAND KIRÁLYA","KING OF STATEN ISLAND ","UIP DUNA FILM",2020/08/06,46794895,31765
"A PINGVINKIRÁLY","THE PENGUIN KING 3D",MTVA,2013/02/21,46730765,38021
"POST MORTEM","POST MORTEM",INTERCOM,2021/10/28,46726306,31939
"TINI NINDZSA TEKNŐCÖK - ELŐ AZ ÁRNYÉKBÓL","TEENAGE MUTANT NINJA TURTLES: OUT OF THE SHADOWS","UIP DUNA FILM",2016/06/30,46721909,34947
"PELENKÁS BAJKEVERŐ","MAUVAIS ESPRIT","BEST HOLLYWOOD",2004/03/04,46673419,53220
"ÖLDÖKLŐ SZERELEM",UNFORGETTABLE,INTERCOM,2017/04/20,46657466,32674
"ELEVEN KÓR","MALIGNANT ",INTERCOM,2021/09/02,46631040,29179
TÜKRÖK,MIRRORS,INTERCOM,2008/10/16,46611210,43003
PADLÓGÁZ,AUTOBAHNRASER,"BEST HOLLYWOOD",2004/06/17,46597643,71849
"MÁGIKUS ÁLLATOK ISKOLÁJA - REJTÉLYES GÖDRÖK","DIE SCHULE DER MAGISCHEN TIERE 2 ",ADS,2023/02/09,46580980,24229
"A PAP - HÁBORÚ A VÁMPÍROK ELLEN",PRIEST,,2011/06/09,46544690,31270
"10 CLOVERFIELD LANE","10 CLOVERFIELD LANE","UIP DUNA FILM",2016/04/14,46539885,31983
"BEETHOVEN 2.",,"UIP DUNA FILM",1994/03/31,46497373,378287
"ALFA ÉS OMEGA 3D","ALPHA & OMEGA 3D","FÓRUM HUNGARY",2010/10/21,46440000,34244
"SZÁGULDÓ ERŐD",,INTERCOM,1998/11/23,46426086,253317
"BLUE JASMINE","BLUE JASMINE","BIG BANG MEDIA",2013/08/29,46384611,36471
"HIRTELEN HALÁL",,"UIP DUNA FILM",1996/01/04,46328242,242952
"AMITYVILLE - AZ ÉBREDÉS","AMITYVILLE: THE AWAKENING",INTERCOM,2017/08/24,46160541,34033
"CSÚCSFORMÁBAN 3","RUSH HOUR 3",INTERCOM,2007/09/20,46160216,44911
"ELVARÁZSOLT KASTÉLY","HAUNTED MANSION",INTERCOM,2004/04/01,46147533,54859
VADIDEGEN,"PRFECT STRANGER",INTERCOM,2007/04/12,46109690,45351
"CSILLAGAINKBAN A HIBA","FAULT IN OUR STARS, THE",INTERCOM,2014/06/05,46005279,37366
"TŰZ ÓCEÁNJA . AZ",HIDALGO,INTERCOM,2004/07/08,46000777,52910
"ÁLLATI JÓ KEKSZEK","ANIMAL CRACKERS",PROROM,2020/07/30,45993163,33642
JUMANJI,,INTERCOM,1996/05/07,45951114,233646
KUPONKIRÁLYNŐK,QUEENPINS,VERTICAL,2021/09/16,45780030,28382
"ÉLETEM NAGY SZERELME","UP FOR LOVE","BIG BANG MEDIA",2016/07/14,45732018,32976
CASANOVA,CASANOVA,"FÓRUM HUNGARY",2006/03/09,45687593,50116
"CSAJOZÓS FILM","DATE MOVIE",INTERCOM,2006/03/16,45576562,49045
KÉNYSZERLESZÁLLÁS,FLIGHT,"UIP DUNA FILM",2013/01/24,45564185,33884
"JOHN RAMBO","JOHN RAMBO","BEST HOLLYWOOD",2008/02/07,45485213,42909
"FEHÉR ÉJSZAKÁK",MIDSOMMAR,ADS,2019/07/18,45397240,30145
TÉLAPÚ,,INTERCOM,1998/12/14,45393802,268172
"A PUSZTITÓ",,INTERCOM,1994/02/24,45343184,333311
"TOM ÉS JERRY","TOM AND JERRY",INTERCOM,2021/05/20,45287613,33963
UNDERWORLD,UNDERWORLD,SPI,2004/04/22,45271519,52481
"21 JUMP STREET - A KOPASZ OSZTAG","21 JUMP STREET",INTERCOM,2012/05/03,45265457,37522
MADÁRFÉSZEK,,"UIP DUNA FILM",1996/06/20,45205234,201296
SNOWDEN,SNOWDEN,CINETEL,2016/09/16,45141900,33867
"PITCH BLACK",,FLAMEX,2000/05/25,45132710,73886
"AMERIKAI BÉRGYILKOS","AMERICAN ASSASSIN",FREEMAN,2017/09/14,45079092,31965
"A CSAJOM APJA IDEGES","GUESS WHO",INTERCOM,2005/06/16,45030584,65132
"T2 TRAINSPOTTING","T2 TRAINSPOTTING",INTERCOM,2017/03/02,45029626,31508
"KALÓZOK - A KÉTBALLÁBAS BANDA","PIRATES! -THE BAND OF MISFITS",INTERCOM,2012/05/17,44943196,33033
"A FÉLELEM FÉSZKE",COBWEB,FORUM,2023/08/03,44935600,22892
"AZ EMBER AKI TÚL KEVESET TUDOTT",,INTERCOM,1998/06/25,44919566,127227
"A HUNTER KILLER KÜLDETÉS","HUNTER KILLER","BIG BANG MEDIA",2018/11/01,44895613,29525
"KATE ÉS LEOPLOLD",,"UIP DUNA FILM",2002/05/02,44887286,61559
IDŐGÉP,,INTERCOM,2002/08/01,44878388,56834
"TOLVAJOK VÁROSA","THE TOWN",INTERCOM,2010/10/21,44832776,38521
"NORM, AZ ÉSZAKI","NORM OF THE NORTH","BIG BANG MEDIA",2016/02/11,44795185,36568
"TÖKÉLETES CÉLPONT",,"UIP DUNA FILM",1993/12/17,44760527,357683
ÖSSZEKUTYULVA,"THE SHAGGY DOG","FÓRUM HUNGARY",2006/05/11,44720880,51497
"MINDENKI TUDJA","TODOS LO SABEN",MOZINET,2019/01/03,44708591,30859
"A KABALAPASI","GOOD LUCK CHUCK",INTERCOM,2007/11/15,44704240,43568
"A BELLEVILLE-I ZSARU","BELLEVILLE COP","BIG BANG MEDIA",2018/11/15,44697785,30040
KÁBELBARÁT,,INTERCOM,1996/09/26,44672319,198752
"HHHH - HIMMLER AGYÁT HEYDRICHNEK HÍVJÁK",HHHH,"BIG BANG MEDIA",2017/10/12,44656525,33305
"ANNA ÉS A KIRÁLY",,INTERCOM,2000/02/17,44634395,89674
VOLVER,VOLVER,"BUDAPEST FILM",2006/09/07,44623262,59666
"SICARIO 2 – A ZSOLDOS","SICARIO: DAY OF THE SOLDADO",FREEMAN,2018/06/28,44540251,29652
"SUPERMAN VISSZATÉR","SUPERMAN RETURNS",INTERCOM,2006/07/06,44528253,51725
"SIKOLY 2.",,"UIP DUNA FILM",1999/02/18,44494710,106967
"HORROR PARK","HELL FEST","BIG BANG MEDIA",2018/09/27,44425973,30858
"ÉLETEKEN ÁT","TAKING LIVES",INTERCOM,2004/04/22,44399111,49189
"POKOLBA A SZERELEMMEL","DOWN WITH LOVE",INTERCOM,2003/10/16,44366628,51469
"KILENCEDIK KAPU",,"BUDAPEST FILM",2000/06/22,44315525,78019
"TITKOS ABLAK","SECRET WINDOW",INTERCOM,2004/06/03,44280102,58909
"SAM - KISMADÁR NAGY KALANDJA",YELLOWBIRD,"BIG BANG MEDIA",2015/04/30,44278961,36175
"JÖNNEK A KACSÁK","DUCK DUCK GOOSE","BIG BANG MEDIA",2018/04/19,44269487,37812
"ANYÁD LEHETNÉK","I COULD NEVER BE YOUR WOMAN","BEST HOLLYWOOD",2007/12/06,44268925,44347
"TULIPÁNOS FANFAN","FANFAN LA TULIPE","BEST HOLLYWOOD",2003/06/05,44236936,60939
RETTENHETETLEN,,INTERCOM,1998/10/26,44185742,226054
"A KALANDOR",,"UIP DUNA FILM",1996/11/28,44119256,105471
"A DÁN LÁNY","DANISH GIRL","UIP DUNA FILM",2016/01/28,44119162,33849
"FÖLDRE SZÁLLT BOSZORKÁNY",BEWITCHED,INTERCOM,2005/09/15,44098806,48012
"DERÜLT ÉGBŐL APU","DEMAIN TOUT COMMENCE",VERTIGO,2016/12/15,44045165,32193
ZÁRÓJELENTÉS,ZÁRÓJELENTÉS,INTERCOM,2020/02/27,44041956,33202
ÖRÖKSÉG,HEREDITARY,VERTIGO,2018/06/07,43984864,30986
"ESZTER HAGYATÉKA",,"BEST HOLLYWOOD",2008/04/17,43962228,58642
"A DOLGOK ÁLLÁSA","STATE OF PLAY","UIP DUNA FILM",2009/05/28,43931685,39501
"BAZI NAGY FRANCIA LAGZIK 3.","QU'EST-CE QU'ON A TOUS FAIT AU BON DIEU? ",ADS,2022/05/19,43929020,25611
"AZ UTOLSÓ AKCIÓHŐS",,INTERCOM,1993/08/13,43910185,378877
MINDHALÁLIG,,INTERCOM,1998/02/20,43840684,173438
"SZERETNÉM HA SZERETNÉL",,KINOWELT,2001/04/26,43818860,68478
"LAJKÓ - CIGÁNY AZ ŰRBEN","LAJKÓ - CIGÁNY AZ ŰRBEN",VERTIGO,2018/03/29,43808890,33533
"A VÉGZET ÓRÁJA","THE HOUSE WITH A CLOCK IN ITS WALLS",FREEMAN,2018/11/01,43803321,31149
"EREDENDŐ BŰN",,"BEST HOLLYWOOD",2001/11/08,43798776,61686
"TAPLÓ TÉLAPÓ 2.","BAD SANTA 2",FREEMAN,2016/11/24,43782493,32196
CONGO,,"UIP DUNA FILM",1998/09/28,43767792,247424
"GALAXY QUEST",,"UIP DUNA FILM",2000/07/20,43730296,74394
"AMERIKAI HISTÓRIA X.",,FLAMEX,1999/04/15,43724827,103739
"VAD GALAMB",VALIANT,INTERCOM,2005/09/15,43696036,58037
"VIKTÓRIA KIRÁLYNŐ ÉS ABDUL","VICTORIA AND ABDUL","UIP DUNA FILM",2017/09/21,43655279,34379
"A KEDVENC","THE FAVOURITE","FÓRUM HUNGARY",2019/02/07,43652217,30106
HELLBOY,HELLBOY,FREEMAN,2019/04/11,43651258,29518
"JEGES POKOL","THE ICE ROAD",VERTIGO,2021/07/22,43598795,26353
"ANYÁT A MARSRA","MARS NEEDS MOMS","FÓRUM HUNGARY",2011/03/10,43575722,31970
"ESZEVESZETT ESKÜVŐ","LE SENS DE LA FETE",MOZINET,2017/12/14,43546944,33443
"GYŰLÖLÖK ÉS SZERETEK","THE HATING GAME ",PROROM,2022/01/20,43434390,25775
"BARBIE A ROCKSZTÁR HERCEGNŐ","BARBIE ROCK'N ROYAL","UIP DUNA FILM",2015/08/15,43433005,37458
ATOMSZŐKE,"ATOMIC BLONDE",FREEMAN,2017/07/27,43393342,30666
"BATMAN ÉS ROBIN",,INTERCOM,1998/08/14,43266855,157113
KISIKLOTTAK,DERAILED,"FÓRUM HUNGARY",2006/01/12,43249693,45510
STARGATE,,INTERCOM,1998/04/27,43214831,247251
"WORLD TRADE CENTER","WORLD TRADE CENTER","UIP DUNA FILM",2006/09/28,43150576,42149
"MINT EGY FŐNÖK","LIKE A BOSS","UIP DUNA FILM",2020/03/05,43050894,28671
"EGY ÉLET","ONE LIFE",FORUM,2024/02/15,43042735,19290
"SÖTÉT ELMÉK","THE DARKEST MINDS","FÓRUM HUNGARY",2018/08/09,43025427,32512
"JEDI VISSZATÉR",,INTERCOM,1998/04/24,43023507,159633
"A GYÜJTŐ",,"UIP DUNA FILM",1998/01/08,43013058,128281
"BRUCE WILLIS:A KÖLYÖK",,INTERCOM,2000/09/28,42999415,70821
"DON JON","DON JON","BIG BANG MEDIA",2013/10/03,42911736,40315
ÖSZTÖN,,INTERCOM,1999/09/02,42911728,84119
FOGSÁGBAN,PRISONERS,PROVIDEO,2013/10/10,42885828,39804
BLOODSHOT,BLOODSHOT,INTERCOM,2020/03/12,42882205,24935
"APRÓ MESÉK","APRÓ MESÉK",VERTIGO,2019/03/14,42683408,32836
"AZ AMAZONAS KINCSE","WELCOME TO THE JUNGLE",INTERCOM,2004/01/29,42654887,47806
"STREETDANCE 2 3D","STREETDANCE 2 3D","FÓRUM HUNGARY",2012/06/28,42579783,29847
"VÖRÖS BOLYGÓ",,INTERCOM,2001/02/08,42553466,65220
"ANYÁM ÉS MÁS FUTÓBOLONDOK","ANYÁM ÉS MÁS FUTÓBOLONDOK",VERTIGO,2015/11/05,42503436,40081
"ÁLDATLAN ÁLLAPOTBAN",,INTERCOM,1998/12/07,42498158,225561
BÚJÓCSKA,"HIDE AND SEEK",INTERCOM,2005/02/24,42444659,46621
APÁCA-SHOW,,INTERCOM,1993/07/30,42411060,391655
"SÓLYOM VÉGVESZÉLYBEN",,INTERCOM,2002/03/14,42403943,57207
"GYILKOS DONOR",,INTERCOM,1998/05/21,42393235,106457
"NAGY DURRANÁS  1",,INTERCOM,1997/11/29,42378395,593318
"A SZELLEMLOVAS 2. - A BOSSZÚ EREJE","GHOST RIDER: SPIRIT OF VENGEANCE","BIG BANG MEDIA",2012/03/01,42370369,29016
KECSKEBŰVÖLŐK,"THE MEN WHO STARE AT GOATS",SPI/FÓRUM,2010/03/25,42365850,36444
"SPIDERWICK KRÓNIKÁK","THE SPIDERWICK CHRONICLES","UIP DUNA FILM",2008/03/20,42342185,43217
"GÖRÖGBE FOGADVA","MY LIFE IN RUINS","FÓRUM HUNGARY",2009/08/13,42296936,40750
"64-ES BETEGNAPLÓ","JOURNAL 64",VERTIGO,2019/01/10,42275916.879999995,27559
"TÁBORNOK LÁNYA",,"UIP DUNA FILM",1999/10/24,42251756,79360
"ÉRZÉKI CSALÓDÁS",,INTERCOM,2001/07/05,42220762,7297
"A RETTEGÉS HÁZA","AMITYVILLE HORROR",SPI,2005/09/29,42201178,8660
"OMEN 666",OMEN,INTERCOM,2006/06/06,42156888,8928
"TÖKÉLETES HANG","PITCH PERFECT","UIP DUNA FILM",2013/03/28,42112184,32960
SZENTFAZÉK,,INTERCOM,1999/03/11,42054061,91792
ÁLOM.NET,,"MOVIELINE ENTERTAINMENT",2009/04/16,41986330,54076
"SHERLOCK GNOMES","GNOMEO & JULIET: SHERLOCK GNOMES","UIP DUNA FILM",2018/03/22,41876300,31340
"KING - EGY KIS OROSZLÁN NAGY KALANDJA",KING,ADS,2022/09/15,41862250,27297
"KISÉRLETI GYILKOSSÁG",,INTERCOM,2002/07/25,41832560,51313
"ELHURCOLVA ",ABDUCTION,"FÓRUM HUNGARY",2011/09/22,41814870,34583
"A SÁRKÁNY CSÓKJA",,"BEST HOLLYWOOD",2001/10/25,41668219,56975
HASUTASOK,,HUNGAROTOP,2007/03/15,41616348,107350
"ZSENIKÉM - AZ ÜGYNÖK HALÁLI","GET SMART",INTERCOM,2008/08/21,41502740,43485
"TÁVOZZ TŐLEM, SÁTÁN!","DELIVER US FROM EVIL",INTERCOM,2014/07/10,41431896,31011
"DREDD BÍRÓ",,INTERCOM,1998/12/31,41389946,215710
"AZ ELTAKARÍTÓNŐ","KEEPING MUM","FÓRUM HUNGARY",2006/06/01,41370974,45202
U-571,,KINOWELT,2000/09/21,41314408,66198
BÉRGYILKOSOK,,INTERCOM,1996/01/25,41309704,203854
"R.I.P.D. - SZELLEMZSARUK",R.I.P.D.,"UIP DUNA FILM",2013/07/13,41303438,28441
"BELU, A LEGBÁTRABB BÁLNA","KATAK: THE BRAVE BELUGA",ADS,2024/03/28,41299672,18943
PARKER,PARKER,PROVIDEO,2013/02/28,41297958,29894
"BATMAN  1",,INTERCOM,1998/12/21,41283197,837325
"ÉRDEKVÉDELMI TERÜLET","THE ZONE OF INTEREST",ADS,2024/02/15,41263510,18537
"HÉT NŐVÉR","SEVEN SISTERS",VERTIGO,2017/11/23,41213700,27357
"IDŐUTAZÓ FELESÉGE","TIME TRAVELERS WIFE",INTERCOM,2009/10/29,41190310,36390
"MANITU BOCSKORA",,"BEST HOLLYWOOD",2002/07/25,41182611,54856
"6:3 AVAGY JÁTSZD ÚJRA",,"BUDAPEST FILM",1999/02/11,41177999,113515
"KIDOBÓS - SOK FLÚG DISZNÓT GYŐZ",DODGEBALL,INTERCOM,2004/11/04,41173178,45020
SZIRIANA,SYRIANA,INTERCOM,2006/02/23,41132770,42466
KONYEC,,HUNGARICOM,2007/07/11,41097354,108539
"KISPÁLYÁS SZERELEM","PLAYING FOR KEEPS",PROVIDEO,2012/12/06,41089489,32454
SÁTÁNKA,,KINOWELT,2001/04/06,41062579,64685
"ASTERIX : A VARÁZSITAL TITKA","ASTERIX: THE SECRET OF THE MAGIC POTION","BIG BANG MEDIA",2019/01/03,41049053,30660
MACSKALAND,"MON CHAT ET MOI, LA GRANDE AVENTURE DE RROÛ",ADS,2023/09/14,41020245,21759
"A TÖKÉLETES TRÜKK",PRESTIGE,INTERCOM,2007/01/04,41018170,42313
"GOOD BY LENIN","GOOD BY LENIN","BUDAPEST FILM",2003/11/06,40933055,66093
KÉPZELETBELI,IMAGINARY,PROROM,2024/03/07,40812024,17311
"TEDDY MACKÓ KARÁCSONYA","TEDDY'S CHRISTMAS",ADS,2022/12/22,40586595,22578
"TISZTA ÜGY",,INTERCOM,2002/06/20,40571234,50431
"MI KÖZE ENNEK A SZERELEMHEZ?","WHAT'S LOVE GOT TO DO WITH IT? ",PROROM,2023/01/26,40554933,20282
"HÚZÓS ÉJSZAKA AZ EL ROYALE-BAN","BAD TIMES AT THE EL ROYALE","FÓRUM HUNGARY",2018/10/11,40517397,29401
"MRS. HARRIS PÁRIZSBA MEGY","MRS. HARRIS GOES TO PARIS",UIP,2022/10/20,40504281,23969
KERESÉS,SEARCHING,INTERCOM,2018/09/20,40497472,28625
"KOLIBRI KÓD",HUMMINGBIRD,"BIG BANG MEDIA",2013/05/09,40478353,29016
"BOLONDOS DALLAMOK: ÚJRA BEVETÉSEN","LOONEY TOONES: BACK IN ACCTION",INTERCOM,2003/12/11,40454741,59054
"KEGYETLEN JÁTÉKOK",,INTERCOM,1999/06/17,40428359,91206
POKOLBÓL,,INTERCOM,2002/03/28,40360115,51707
"MORTAL KOMBAT",,FLAMEX,1996/01/18,40354245,212749
"A JÚDÁS FAJ",,"UIP DUNA FILM",1999/07/29,40349206,87063
"KÁPRÁZATOS HOLDVILÁG","MAGIC IN THE MOONLIGHT",FREEMAN,2014/11/13,40338908,29010
HÓHATÁR,"EXTREME OPS",SPI,2003/12/25,40310547,43924
"AMIT NEM AKARSZ TUDNI A SZÜLEIDRŐL","DRUNK PARENTS","BIG BANG MEDIA",2019/02/28,40307595,26331
"A FELESÉGEM TÖRTÉNETE","THE STORY OF MY WIFE ",MOZINET,2021/09/23,40255744,30976
"SZUPERCELLA 3: AZ ÖRDÖGVEREM","ESCAPE PLAN 3: DEVIL'S STATION","BIG BANG MEDIA",2019/07/11,40238566,26917
"A LAZARUS HATÁS","THE LAZARUS EFFECT","BIG BANG MEDIA",2015/04/09,40231452,29097
"A HÁROM TESTŐR: D’ARTAGNAN","LES TROIS MOUSQUETAIRES: D’ARTAGNAN",FORUM,2023/10/26,40213940,23049
"AZ UTOLSÓ PÁRBAJ","THE LAST DUEL ",FORUM,2021/10/14,40211799,24935
"A JÁTSZMA","A JÁTSZMA",INTERCOM,2022/06/09,40198301,26523
SIKOLY,,"BUDAPEST FILM",1998/05/07,40150734,104032
"AUGUSZTUS OKLAHOMÁBAN","AUGUST OSAGE COUNTY","FÓRUM HUNGARY",2014/01/16,40093587,30648
"SZABADNAPOS BABA",,INTERCOM,1994/12/15,40089791,288745
"UNDERWORLD – VÉRÖZÖN","UNDERWORLD – VÉRÖZÖN",INTERCOM,2016/12/01,40040370,26815
"WALLACE ÉS GROMIT","WALLACE AND GROMIT","UIP DUNA FILM",2005/10/27,40025958,50402
"AMI NEM ÖL MEG","THE GIRL IN THE SPIDER'S WEB",INTERCOM,2018/11/08,40025925,27690
"A TÖKFILKÓ","LE LARBIN",VERTIGO,2024/08/01,39925255,17307
"FÁK JÚ TANÁR ÚR","FACK JU GÖHTE","BIG BANG MEDIA",2014/10/23,39920985,30204
"A 44. GYERMEK",CHILD44,"BIG BANG MEDIA",2015/04/16,39920091,28261
"ZIMMER FERI 2.",,HUNGARICOM,2010/12/02,39903735,39321
"MINDEN KÚT RÓMÁBA VEZET","WHEN IN ROME","FÓRUM HUNGARY",2010/04/22,39867840,35123
"WIND RIVER - GYILKOS NYOMON","WIND RIVER",VERTIGO,2017/09/07,39861351,27417
"A BOLDOGSÁG NYOMÁBAN","PURSUIT OF HAPPYNESS",INTERCOM,2007/02/15,39787046,38401
"HOZZÁM JÖSSZ, HAVER?","MARRY ME, DUDE","BIG BANG MEDIA",2018/12/20,39735886,26123
"KÉSZ KATASZTRÓFA",TRAINWRECK,"UIP DUNA FILM",2015/08/27,39735621,29711
"A SÖTÉTSÉG HATÁRÁN","EDGE OF DARKNESS",PALACEPICTURES,2010/03/18,39694470,33252
"MÜNÓ, A HOLDBÉLI MANÓ","MUNE, LA GARDIEN DE LA LUNE",FREEMAN,2015/07/30,39579678,33188
"AZ ISMERETLEN RÉM","SLENDER MAN",INTERCOM,2018/08/23,39552044,29125
"SZEX, CSAJOK, IBIZA","PURA VIDA IBIZA","BEST HOLLYWOOD",2004/08/19,39506986,46150
"AZ UTCA KIRÁLYAI","STREET KINGS",INTERCOM,2008/04/17,39484029,35104
MEGTORLÓ,PUNISHER,INTERCOM,2004/07/29,39479613,44025
13.HARCOS**,,"BEST HOLLYWOOD",1999/10/21,39436953,78586
"TŰZ A MÉLYBE",,INTERCOM,1998/11/27,39364312,127572
"AMITŐL FÉLSZ",AFRAID,INTERCOM,2024/08/29,39322895,16202
MAMI,"MA ","UIP DUNA FILM",2019/05/30,39281995,27320
"A LÉNY 2.",,"UIP DUNA FILM",1998/08/20,39232916,101213
EGYETLEN,,INTERCOM,2002/01/31,39205463,52123
"KIS VUK",,"BUDAPEST FILM",2008/04/17,39120010,62487
BÉRGYILKOSÉK,KILLERS,"FÓRUM HUNGARY",2010/11/18,39064304,33823
"STEPFORDI FELELSÉGEK","STEPFORD WIVES","UIP DUNA FILM",2004/10/07,39052213,42198
"MORNING GLORY","ÉBREDJ VELÜNK","UIP DUNA FILM",2011/03/24,38988300,33265
"BABE 2.",,"UIP DUNA FILM",1999/03/25,38941404,127215
CSONTDARÁLÓ,"THE LONGEST YARD",INTERCOM,2005/07/28,38844370,42259
"SZEMTŐL SZEMBEN",,INTERCOM,1996/04/04,38829416,150052
"ELVÁLT NŐK KLUBJA",,"UIP DUNA FILM",1997/02/20,38761251,137188
"FÉSZKES FENEVADAK",,"UIP DUNA FILM",1997/03/06,38744461,137376
"BÁNK BÁN",,"BUDAPEST FILM",2003/03/13,38710154,100325
ÁLOMHÁBORÚ,"SUCKER PUNCH",INTERCOM,2011/03/24,38669665,35493
VÉGVESZÉLYBEN,,"UIP DUNA FILM",1998/10/20,38604899,237209
"SZERELEM A VÉGZETEM","AND SO IT GOES",VERTIGO,2014/09/04,38523005,29903
"RÉM ROM","MONSTER HOUSE",INTERCOM,2006/08/17,38435077,56353
"13 ÖRDÖGŰZÉS","13 EXORCISMOS",ADS,2023/03/23,38328870,18164
"FEHÉR ZAJ","WHITE NOISE",SPI,2005/04/14,38319835,42814
"TÚL KÖZELI ROKON","STUCK ON YOU",INTERCOM,2004/02/19,38264839,42480
"GODZILLA KONG ELLEN","GODZILLA VS. KONG ",INTERCOM,2021/05/20,38238280,23994
"FEDŐNEVE: PIPŐ","HAPPILY NEVER AFTER",SPI,2007/05/10,38165724,49033
"SZÁZKARÁTOS SZERELEM","LOVE PUNCH",VERTIGO,2014/04/24,38162754,28372
CASTING,,HUNGAROTOP,2008/01/10,38109655,82675
HAB,HAB,INTERCOM,2020/09/10,38095010,26332
"MORTAL KOMBAT 2",,FLAMEX,1998/06/18,38063163,116550
DOOM,DOOM,"UIP DUNA FILM",2005/11/10,38051009,40702
"A HÁROM TESTŐR",,"BUDAPEST FILM",1994/03/03,38006529,315865
"A SZENVEDÉLY ÍZE","LA PASSION DE DODIN BOUFFANT","CIRKO FILM",2024/01/25,38000235,17135
"DOWNTON ABBEY: EGY ÚJ KORSZAK","DOWNTON ABBEY: A NEW ERA ",UIP,2022/04/28,37959330,23452
"SZERELEM MÁSODIK LÁTÁSRA","MON INCONNUE",HUNGARICOM,2019/07/11,37933901,25574
"UNDERWORLD - A VÉRFARKASOK LÁZADÁSA","UNDERWORLD: THE RISE OF THE LYCANS",INTERCOM,2009/01/22,37899920,34822
"NEVELETLEN HERCEGNŐ 2 -ELJEGYZÉS A PALOTÁBAN","PRINCESS DIARIES 2",INTERCOM,2004/10/28,37898850,45547
"STREETDANCE 3D","STREETDANCE 3D","BUDAPEST FILM",2010/05/27,37879720,25592
"CORELLI KAPITÁNY MANDOLINJA",,"UIP DUNA FILM",2001/10/11,37878887,55805
